method,iter,mean_best,sd_best,n,se,ci_low,ci_high
BASS-BO,0,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,1,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,2,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,3,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,4,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,5,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,6,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,7,0.12796073692991144,0.14055186704175684,25,0.028110373408351368,0.07286440504954277,0.1830570688102801
BASS-BO,8,0.12742400885236602,0.1402358345246996,25,0.02804716690493992,0.07245156171868378,0.18239645598604826
BASS-BO,9,0.12226604975649924,0.1387186880636704,25,0.027743737612734083,0.06788832403554043,0.17664377547745805
BASS-BO,10,0.12226604975649924,0.1387186880636704,25,0.027743737612734083,0.06788832403554043,0.17664377547745805
BASS-BO,11,0.12226604975649924,0.1387186880636704,25,0.027743737612734083,0.06788832403554043,0.17664377547745805
BASS-BO,12,0.12226604975649924,0.1387186880636704,25,0.027743737612734083,0.06788832403554043,0.17664377547745805
BASS-BO,13,0.12226604975649924,0.1387186880636704,25,0.027743737612734083,0.06788832403554043,0.17664377547745805
BASS-BO,14,0.1176305717548727,0.14083078835723992,25,0.028166157671447985,0.06242490271883465,0.17283624079091076
BASS-BO,15,0.1176305717548727,0.14083078835723992,25,0.028166157671447985,0.06242490271883465,0.17283624079091076
BASS-BO,16,0.1176305717548727,0.14083078835723992,25,0.028166157671447985,0.06242490271883465,0.17283624079091076
BASS-BO,17,0.11602968134560696,0.1410388912863498,25,0.02820777825726996,0.06074243596135783,0.17131692672985607
BASS-BO,18,0.11602968134560696,0.1410388912863498,25,0.02820777825726996,0.06074243596135783,0.17131692672985607
BASS-BO,19,0.11050172296347803,0.13885946125702076,25,0.02777189225140415,0.0560688141507259,0.16493463177623016
BASS-BO,20,0.11050172296347803,0.13885946125702076,25,0.02777189225140415,0.0560688141507259,0.16493463177623016
BASS-BO,21,0.08513979560277718,0.09893633108760835,25,0.019787266217521672,0.046356753816434705,0.12392283738911966
BASS-BO,22,0.08513979560277718,0.09893633108760835,25,0.019787266217521672,0.046356753816434705,0.12392283738911966
BASS-BO,23,0.08305881822606008,0.0992202385855171,25,0.01984404771710342,0.04416448470053738,0.12195315175158278
BASS-BO,24,0.074153322424583,0.0924971841292361,25,0.01849943682584722,0.03789442624592245,0.11041221860324354
BASS-BO,25,0.074153322424583,0.0924971841292361,25,0.01849943682584722,0.03789442624592245,0.11041221860324354
BASS-BO,26,0.074153322424583,0.0924971841292361,25,0.01849943682584722,0.03789442624592245,0.11041221860324354
BASS-BO,27,0.074153322424583,0.0924971841292361,25,0.01849943682584722,0.03789442624592245,0.11041221860324354
BASS-BO,28,0.07406819899738193,0.09247546565530985,25,0.01849509313106197,0.03781781646050047,0.11031858153426338
BASS-BO,29,0.07112400016997461,0.09254541539023754,25,0.01850908307804751,0.03484619733700149,0.10740180300294773
BASS-BO,30,0.0653109508162363,0.09099778332644934,25,0.018199556665289867,0.029639819752268155,0.10098208188020444
BASS-BO,31,0.0653109508162363,0.09099778332644934,25,0.018199556665289867,0.029639819752268155,0.10098208188020444
BASS-BO,32,0.060270892238992894,0.08239179712826418,25,0.016478359425652837,0.027973307764713337,0.09256847671327245
BASS-BO,33,0.053967797495477025,0.07653635549312132,25,0.015307271098624264,0.023965546142173468,0.08397004884878058
BASS-BO,34,0.05281442353426774,0.07459281582013336,25,0.014918563164026672,0.023574039732775463,0.08205480733576001
BASS-BO,35,0.05281442353426774,0.07459281582013336,25,0.014918563164026672,0.023574039732775463,0.08205480733576001
BASS-BO,36,0.05281442353426774,0.07459281582013336,25,0.014918563164026672,0.023574039732775463,0.08205480733576001
BASS-BO,37,0.05281442353426774,0.07459281582013336,25,0.014918563164026672,0.023574039732775463,0.08205480733576001
BASS-BO,38,0.04680903626554465,0.07109934900853346,25,0.014219869801706692,0.018938091454199533,0.07467998107688976
BASS-BO,39,0.04680903626554465,0.07109934900853346,25,0.014219869801706692,0.018938091454199533,0.07467998107688976
BASS-BO,40,0.04132508535602838,0.06878118457517221,25,0.013756236915034442,0.014362861002560873,0.06828730970949588
BASS-BO,41,0.039849545312537066,0.06690369990054124,25,0.013380739980108247,0.013623294951524902,0.06607579567354924
BASS-BO,42,0.039674391464672956,0.0667753357143102,25,0.01335506714286204,0.013498459864663359,0.06585032306468255
BASS-BO,43,0.039674391464672956,0.0667753357143102,25,0.01335506714286204,0.013498459864663359,0.06585032306468255
BASS-BO,44,0.029199209223267665,0.07600179671752413,25,0.015200359343504827,-5.934950900017971e-4,0.05899191353653713
BASS-BO,45,0.029199209223267665,0.07600179671752413,25,0.015200359343504827,-5.934950900017971e-4,0.05899191353653713
BASS-BO,46,0.029199209223267665,0.07600179671752413,25,0.015200359343504827,-5.934950900017971e-4,0.05899191353653713
