objective,seed,generator,dedup,n_cand,best_b10,best_b40,best_b80,revisits
func2C,1019,flip,encoding,1000,-0.2009339293113769,-0.20243886661606852,-0.20585035562158366,0
func2C,1019,random,combination,1000,0.17575769661546453,0.006954477004749311,0.006954477004749311,0
func2C,1019,keep,combination,50,-0.11826030941869506,-0.2062977250031038,-0.20631629976614638,0
func2C,1019,keep,combination,200,-0.19323227141014496,-0.20632523843245462,-0.20632523843245462,0
func2C,1019,flip,combination,50,-0.1829543833425804,-0.1988223618981841,-0.1988223618981841,0
func2C,1019,flip,combination,200,-0.17428877838855966,-0.20392090705269603,-0.20392090705269603,0
func2C,1020,keep,combination,1000,-0.20632553657638403,-0.20632553657638403,-0.20632562972897003,0
func2C,1020,keep,encoding,1000,-0.2063250788399423,-0.20632561679328046,-0.20632561679328046,0
func2C,1020,flip,combination,1000,-0.20566524211485068,-0.20566524211485068,-0.20566524211485068,0
func2C,1020,flip,encoding,1000,-0.20391191562954836,-0.20591924940179313,-0.20591924940179313,0
func2C,1020,random,combination,1000,-0.007988218015056248,-0.007988218015056248,-0.14374693978152991,0
func2C,1020,keep,combination,50,-0.2049528229216248,-0.20629659795047264,-0.20632370075682355,0
func2C,1020,keep,combination,200,-0.20629113542477767,-0.20632494065103582,-0.2063255774822283,0
func2C,1020,flip,combination,50,-0.013698696633291063,-0.1889841870385335,-0.1889841870385335,0
func2C,1020,flip,combination,200,-0.16329843951493925,-0.1839724903690076,-0.19528478824792747,0
func2C,1021,keep,combination,1000,-0.20631277197369205,-0.2063255721618468,-0.2063255721618468,0
func2C,1021,keep,encoding,1000,-0.20632106347808218,-0.20632551204577135,-0.20632557086559555,0
func2C,1021,flip,combination,1000,-0.193736788962491,-0.20556378146532767,-0.2059241467006943,0
func2C,1021,flip,encoding,1000,-0.20291406991941724,-0.20291406991941724,-0.2063081402766151,0
func2C,1021,random,combination,1000,0.047384265393942984,0.010922957579067478,-0.14289393335220454,0
func2C,1021,keep,combination,50,-0.2060533660148755,-0.20630789804200528,-0.20631706196486937,0
