objective,seed,generator,sigma,n_cand,best_b80
func2C,1048,keep,1.0,1000,-0.2059913807926869
func2C,1048,keep,1.0,50,-0.19697890557681713
func2C,1048,keep,3.0,1000,-0.2019862523186507
func2C,1048,keep,3.0,50,0.020970762323066574
func2C,1048,keep,10.0,1000,0.013422463162020178
func2C,1048,keep,10.0,50,-0.2031354430288573
func2C,1048,keep,30.0,1000,0.020957923397405806
func2C,1048,keep,30.0,50,-0.14033407231048203
func2C,1048,keep,100.0,1000,0.03753907523061889
func2C,1048,keep,100.0,50,0.03108814076708077
func2C,1048,flip,0.0,1000,-0.20448227112389689
func2C,1048,flip,0.0,50,-0.15132007289767918
func2C,1048,flip,1.0,1000,-0.10064212329994353
func2C,1048,flip,1.0,50,-0.037669165632919
func2C,1048,flip,3.0,1000,0.020889029195893784
func2C,1048,flip,3.0,50,-0.19519505293304043
func2C,1048,flip,10.0,1000,-0.013637951607274611
func2C,1048,flip,10.0,50,-0.16839081599549338
func2C,1048,flip,30.0,1000,0.016989322937639106
func2C,1048,flip,30.0,50,0.07267736302737587
func2C,1048,flip,100.0,1000,0.12435088409729801
func2C,1048,flip,100.0,50,0.015379413443369138
func2C,1049,keep,0.0,1000,-0.2063239313805787
func2C,1049,keep,0.0,50,-0.20630402090751473
func2C,1049,keep,1.0,1000,-0.20542176899909412
func2C,1049,keep,1.0,50,-0.2056213993458078
func2C,1049,keep,3.0,1000,-0.18810635737290987
func2C,1049,keep,3.0,50,-0.19430402044724102
func2C,1049,keep,10.0,1000,-0.027544932281315992
func2C,1049,keep,10.0,50,0.020939163731087986
func2C,1049,keep,30.0,1000,-0.011718009234398806
func2C,1049,keep,30.0,50,0.08158312590327987
func2C,1049,keep,100.0,1000,0.04936979175922433
func2C,1049,keep,100.0,50,0.021137878759289033
func2C,1049,flip,0.0,1000,-0.20421661733719926
func2C,1049,flip,0.0,50,-0.1882819153226064
func2C,1049,flip,1.0,1000,-0.14226736834195233
func2C,1049,flip,1.0,50,-0.1967247035671693
func2C,1049,flip,3.0,1000,-0.06857381691682297
func2C,1049,flip,3.0,50,-0.040346050974637726
func2C,1049,flip,10.0,1000,-0.010678207128627399
func2C,1049,flip,10.0,50,0.022281868260351854
func2C,1049,flip,30.0,1000,0.06615321493394041
func2C,1049,flip,30.0,50,-0.16748283907611666
func2C,1049,flip,100.0,1000,-0.2017972603555466
func2C,1049,flip,100.0,50,-0.02923672909404631
func2C,1050,keep,0.0,1000,-0.20632543645815654
func2C,1050,keep,0.0,50,-0.2063220248598558
func2C,1050,keep,1.0,1000,-0.13863163760139177
func2C,1050,keep,1.0,50,-0.20532788262584817
func2C,1050,keep,3.0,1000,-0.2025660989444597
func2C,1050,keep,3.0,50,4.1164578017823933e-05
func2C,1050,keep,10.0,1000,-0.20147692811314077
func2C,1050,keep,10.0,50,-0.07183362390688046
func2C,1050,keep,30.0,1000,0.07377160234323327
func2C,1050,keep,30.0,50,0.0005956963399620513
func2C,1050,keep,100.0,1000,0.0011366924512212426
func2C,1050,keep,100.0,50,-0.021605657994266836
func2C,1050,flip,0.0,1000,-0.2058766614125426
func2C,1050,flip,0.0,50,-0.1783051743825757
func2C,1050,flip,1.0,1000,-0.08916779645855633
func2C,1050,flip,1.0,50,-0.15103012907033414
func2C,1050,flip,3.0,1000,-0.14494083698602434
func2C,1050,flip,3.0,50,0.00617182656268298
func2C,1050,flip,10.0,1000,-0.18347202527346523
func2C,1050,flip,10.0,50,-0.16788374422450206
func2C,1050,flip,30.0,1000,-0.06870144763573677
func2C,1050,flip,30.0,50,-0.0970306391662088
func2C,1050,flip,100.0,1000,0.01515139918024094
func2C,1050,flip,100.0,50,-0.17366587328009014
func3C,1026,keep,0.0,1000,-0.7221387483708648
func3C,1026,keep,0.0,50,-0.7221279089113612
func3C,1026,keep,1.0,1000,-0.7221220690454925
func3C,1026,keep,1.0,50,-0.7218033724046623
func3C,1026,keep,3.0,1000,-0.7184444862945685
func3C,1026,keep,3.0,50,-0.7168814483845742
func3C,1026,keep,10.0,1000,-0.6547163459891692
func3C,1026,keep,10.0,50,-0.24445161492545162
func3C,1026,keep,30.0,1000,0.0296847288383128
func3C,1026,keep,30.0,50,-0.5526040308529234
func3C,1026,keep,100.0,1000,-0.49413034662646277
func3C,1026,keep,100.0,50,-0.6510425899291774
func3C,1026,flip,0.0,1000,-0.7199537439445967
func3C,1026,flip,0.0,50,-0.6901824216829852
func3C,1026,flip,1.0,1000,-0.6106066177756897
func3C,1026,flip,1.0,50,-0.5012826495739893
func3C,1026,flip,3.0,1000,-0.688687346315168
func3C,1026,flip,3.0,50,-0.44392095441491763
func3C,1026,flip,10.0,1000,0.012841184174982319
func3C,1026,flip,10.0,50,-0.41956148397133375
func3C,1026,flip,30.0,1000,-0.29419789574958666
func3C,1026,flip,30.0,50,-0.3908863820656392
func3C,1026,flip,100.0,1000,0.035321012089344406
func3C,1026,flip,100.0,50,-0.5544468978471755
func3C,1027,keep,0.0,1000,-0.7221373482031773
func3C,1027,keep,0.0,50,-0.722126210461743
func3C,1027,keep,1.0,1000,-0.7204996979797164
func3C,1027,keep,1.0,50,-0.7213765067953496
func3C,1027,keep,3.0,1000,-0.37157457878414707
func3C,1027,keep,3.0,50,-0.6848637636497139
func3C,1027,keep,10.0,1000,-0.6887209177340605
func3C,1027,keep,10.0,50,-0.5737601807470294
func3C,1027,keep,30.0,1000,-0.6066946562600533
func3C,1027,keep,30.0,50,-0.17773081503807084
func3C,1027,keep,100.0,1000,0.03709764397001261
func3C,1027,keep,100.0,50,-0.29500076506117634
func3C,1027,flip,0.0,1000,-0.6816069989180853
func3C,1027,flip,0.0,50,-0.5358866523347409
func3C,1027,flip,1.0,1000,-0.6622979394444364
func3C,1027,flip,1.0,50,-0.6450407952218598
func3C,1027,flip,3.0,1000,-0.4437918084850898
func3C,1027,flip,3.0,50,-0.2988003661023414
func3C,1027,flip,10.0,1000,-0.19123286621791877
func3C,1027,flip,10.0,50,-0.43961775931474195
func3C,1027,flip,30.0,1000,-0.3635740346824061
func3C,1027,flip,30.0,50,0.03709764397001261
func3C,1027,flip,100.0,1000,-0.22055713448732464
func3C,1027,flip,100.0,50,-0.04592152114880625
func3C,1028,keep,0.0,1000,-0.7221376869108302
func3C,1028,keep,0.0,50,-0.7221222874983537
func3C,1028,keep,1.0,1000,-0.7219946703706024
func3C,1028,keep,1.0,50,-0.6880778462784702
func3C,1028,keep,3.0,1000,-0.6614406690810506
func3C,1028,keep,3.0,50,-0.6618141629119505
func3C,1028,keep,10.0,1000,-0.6731414588678811
func3C,1028,keep,10.0,50,-0.31930913683943885
func3C,1028,keep,30.0,1000,-0.15325274434246935
func3C,1028,keep,30.0,50,-0.07148525463472682
func3C,1028,keep,100.0,1000,-0.6644280798318614
func3C,1028,keep,100.0,50,-0.6382151825121232
func3C,1028,flip,0.0,1000,-0.7170458160174763
func3C,1028,flip,0.0,50,-0.5963708570091583
func3C,1028,flip,1.0,1000,-0.43562985433634255
func3C,1028,flip,1.0,50,-0.5304042868948065
func3C,1028,flip,3.0,1000,-0.44324270756939566
func3C,1028,flip,3.0,50,-0.43935948682235726
func3C,1028,flip,10.0,1000,-0.056640238029853796
func3C,1028,flip,10.0,50,-0.30296801435316906
func3C,1028,flip,30.0,1000,-0.4310570464304978
func3C,1028,flip,30.0,50,-0.2382409459138291
func3C,1028,flip,100.0,1000,-0.2143516270135438
func3C,1028,flip,100.0,50,-0.11798277384980779
func3C,1029,keep,0.0,1000,-0.7221385011844716
func3C,1029,keep,0.0,50,-0.7221359815098531
func3C,1029,keep,1.0,1000,-0.7217970430796405
func3C,1029,keep,1.0,50,-0.721788232448439
func3C,1029,keep,3.0,1000,-0.7188978308369455
func3C,1029,keep,3.0,50,-0.2098088345331937
func3C,1029,keep,10.0,1000,-0.3643087627551082
func3C,1029,keep,10.0,50,-0.15869672364634912
func3C,1029,keep,30.0,1000,0.0018715020771712114
func3C,1029,keep,30.0,50,-0.35859342589911836
func3C,1029,keep,100.0,1000,0.052748914893772404
func3C,1029,keep,100.0,50,0.011565991363702448
func3C,1029,flip,0.0,1000,-0.7156085129068734
func3C,1029,flip,0.0,50,-0.5807343158899617
func3C,1029,flip,1.0,1000,-0.5198885565582929
func3C,1029,flip,1.0,50,-0.7001788755409643
func3C,1029,flip,3.0,1000,-0.2905628707744785
func3C,1029,flip,3.0,50,-0.15800972020860116
func3C,1029,flip,10.0,1000,-0.5632328159321145
func3C,1029,flip,10.0,50,-0.35634560792191977
func3C,1029,flip,30.0,1000,0.026546293166032187
func3C,1029,flip,30.0,50,0.0071425802615832645
func3C,1029,flip,100.0,1000,-0.2690727206821764
func3C,1029,flip,100.0,50,-0.16263134627844567
func3C,1030,keep,0.0,1000,-0.7221396342724966
func3C,1030,keep,0.0,50,-0.7221346120675696
func3C,1030,keep,1.0,1000,-0.7212564636545766
func3C,1030,keep,1.0,50,-0.7197617684736126
func3C,1030,keep,3.0,1000,-0.7213980455345133
func3C,1030,keep,3.0,50,-0.7213521869280528
func3C,1030,keep,10.0,1000,0.019379242186117945
func3C,1030,keep,10.0,50,-0.09527452121629297
func3C,1030,keep,30.0,1000,-0.433528111362301
func3C,1030,keep,30.0,50,-0.24048540333486454
func3C,1030,keep,100.0,1000,-0.34527843408142955
func3C,1030,keep,100.0,50,-0.30934564240319384
func3C,1030,flip,0.0,1000,-0.7199806106994417
func3C,1030,flip,0.0,50,-0.5364545554521543
func3C,1030,flip,1.0,1000,-0.4628308517757468
func3C,1030,flip,1.0,50,-0.4539629468328154
func3C,1030,flip,3.0,1000,-0.4071141737903331
func3C,1030,flip,3.0,50,-0.4589545798604669
func3C,1030,flip,10.0,1000,-0.3964774978476713
func3C,1030,flip,10.0,50,-0.238303086736109
func3C,1030,flip,30.0,1000,-0.5774067643301852
func3C,1030,flip,30.0,50,-0.4833034211694429
func3C,1030,flip,100.0,1000,0.04040820853751882
func3C,1030,flip,100.0,50,0.1730716494298098
func3C,1031,keep,0.0,1000,-0.722138029140635
func3C,1031,keep,0.0,50,-0.7221245273542891
func3C,1031,keep,1.0,1000,-0.721790639321194
func3C,1031,keep,1.0,50,-0.6934634488368615
func3C,1031,keep,3.0,1000,-0.7192344391034577
func3C,1031,keep,3.0,50,-0.7050467332124541
func3C,1031,keep,10.0,1000,-0.4800220525257933
func3C,1031,keep,10.0,50,-0.34876493912559325
func3C,1031,keep,30.0,1000,-0.28495363235679694
func3C,1031,keep,30.0,50,-0.42423533516988154
func3C,1031,keep,100.0,1000,-0.18381422197632596
func3C,1031,keep,100.0,50,-0.42538960085288324
func3C,1031,flip,0.0,1000,-0.7106593063772452
func3C,1031,flip,0.0,50,-0.6099010972394705
func3C,1031,flip,1.0,1000,-0.7195991848203551
func3C,1031,flip,1.0,50,-0.6401014480713442
func3C,1031,flip,3.0,1000,-0.11105743220722847
func3C,1031,flip,3.0,50,0.036212159175211485
func3C,1031,flip,10.0,1000,-0.04207194216990706
func3C,1031,flip,10.0,50,-0.14235555444754416
func3C,1031,flip,30.0,1000,-0.1794227723657334
func3C,1031,flip,30.0,50,-0.012368707548875979
func3C,1031,flip,100.0,1000,0.0020295877365814146
func3C,1031,flip,100.0,50,-0.6943189678443937
func3C,1032,keep,0.0,1000,-0.7221395669510196
func3C,1032,keep,0.0,50,-0.7221308942909054
func3C,1032,keep,1.0,1000,-0.7214629460721282
func3C,1032,keep,1.0,50,-0.681859365434291
func3C,1032,keep,3.0,1000,-0.6424285529765743
func3C,1032,keep,3.0,50,-0.5435923453293412
func3C,1032,keep,10.0,1000,-0.6781018586237328
func3C,1032,keep,10.0,50,-0.6881071879493205
func3C,1032,keep,30.0,1000,-0.017565748444404616
func3C,1032,keep,30.0,50,-0.3106566620108826
func3C,1032,keep,100.0,1000,0.1926666536387817
func3C,1032,keep,100.0,50,-0.6614939014222483
func3C,1032,flip,0.0,1000,-0.6605725422847767
func3C,1032,flip,0.0,50,-0.6968424881149247
func3C,1032,flip,1.0,1000,-0.6678962969475966
func3C,1032,flip,1.0,50,-0.6921502305137361
func3C,1032,flip,3.0,1000,-0.44713149223298776
func3C,1032,flip,3.0,50,-0.047398845662476985
func3C,1032,flip,10.0,1000,-0.16955855232860692
func3C,1032,flip,10.0,50,-0.12701034031501968
func3C,1032,flip,30.0,1000,-0.020783097542075357
func3C,1032,flip,30.0,50,-0.346328147314894
func3C,1032,flip,100.0,1000,0.05854077665423946
func3C,1032,flip,100.0,50,-0.20981749181829093
func3C,1033,keep,0.0,1000,-0.7221398312063951
func3C,1033,keep,0.0,50,-0.7220885234393714
func3C,1033,keep,1.0,1000,-0.7214446134272594
func3C,1033,keep,1.0,50,-0.7218810930710117
func3C,1033,keep,3.0,1000,-0.7196099974548446
func3C,1033,keep,3.0,50,-0.7215304616223904
func3C,1033,keep,10.0,1000,-0.5838688886689167
func3C,1033,keep,10.0,50,-0.7095873109453245
func3C,1033,keep,30.0,1000,-0.5751780251321297
func3C,1033,keep,30.0,50,-0.25542207625750774
func3C,1033,keep,100.0,1000,-0.16876659450054615
func3C,1033,keep,100.0,50,-0.6230008973474166
func3C,1033,flip,0.0,1000,-0.710917873423204
func3C,1033,flip,0.0,50,-0.6773593487907243
func3C,1033,flip,1.0,1000,-0.5007678317958408
func3C,1033,flip,1.0,50,-0.29368555333650503
func3C,1033,flip,3.0,1000,-0.3930543927963362
func3C,1033,flip,3.0,50,-0.2604019868555377
func3C,1033,flip,10.0,1000,-0.4208708725415227
func3C,1033,flip,10.0,50,-0.6798090797731084
func3C,1033,flip,30.0,1000,-0.40557204451624923
func3C,1033,flip,30.0,50,-0.185167642903908
func3C,1033,flip,100.0,1000,-0.3331448236694577
func3C,1033,flip,100.0,50,-0.3137676037969386
func3C,1034,keep,0.0,1000,-0.722139135391068
func3C,1034,keep,0.0,50,-0.7221383609473953
func3C,1034,keep,1.0,1000,-0.7221303308834947
func3C,1034,keep,1.0,50,-0.7212537531081897
func3C,1034,keep,3.0,1000,-0.6498222903725692
func3C,1034,keep,3.0,50,-0.44290585851192427
func3C,1034,keep,10.0,1000,-0.3534125644903326
func3C,1034,keep,10.0,50,-0.7078282928956212
func3C,1034,keep,30.0,1000,-0.1085856117855463
func3C,1034,keep,30.0,50,-0.3110745582896546
func3C,1034,keep,100.0,1000,-0.35928965742240904
func3C,1034,keep,100.0,50,-0.4308016251469371
func3C,1034,flip,0.0,1000,-0.7028576950615282
func3C,1034,flip,0.0,50,-0.6758206332831802
func3C,1034,flip,1.0,1000,-0.5515290849330743
func3C,1034,flip,1.0,50,-0.4985400097096458
func3C,1034,flip,3.0,1000,-0.6274775443797933
func3C,1034,flip,3.0,50,-0.6298599034146135
func3C,1034,flip,10.0,1000,-0.05380419444857775
func3C,1034,flip,10.0,50,-0.36104042543358855
func3C,1034,flip,30.0,1000,-0.05380419444857775
func3C,1034,flip,30.0,50,-0.26747679941347935
func3C,1034,flip,100.0,1000,-0.3247603226261888
func3C,1034,flip,100.0,50,-0.2016620332155814
func3C,1035,keep,0.0,1000,-0.7221398283189494
func3C,1035,keep,0.0,50,-0.7221082247569528
func3C,1035,keep,1.0,1000,-0.7214431954303812
func3C,1035,keep,1.0,50,-0.720321508760512
func3C,1035,keep,3.0,1000,-0.720744817496394
func3C,1035,keep,3.0,50,-0.7202442643266967
func3C,1035,keep,10.0,1000,-0.712514091609237
func3C,1035,keep,10.0,50,-0.7221173271116317
func3C,1035,keep,30.0,1000,0.042377935049599226
func3C,1035,keep,30.0,50,0.04450895347569639
func3C,1035,keep,100.0,1000,0.07850847183019453
func3C,1035,keep,100.0,50,0.04253225557554139
func3C,1035,flip,0.0,1000,-0.7184143916025172
func3C,1035,flip,0.0,50,-0.6662916603126217
func3C,1035,flip,1.0,1000,-0.7190661794987891
func3C,1035,flip,1.0,50,-0.6577060837236952
func3C,1035,flip,3.0,1000,-0.4255086157607636
func3C,1035,flip,3.0,50,-0.4002306999717896
func3C,1035,flip,10.0,1000,-0.2998214521000824
func3C,1035,flip,10.0,50,-0.3043711846393824
func3C,1035,flip,30.0,1000,0.019786471851194025
func3C,1035,flip,30.0,50,-0.22516204064832362
func3C,1035,flip,100.0,1000,-0.2983566799773677
func3C,1035,flip,100.0,50,0.06791174936664658
func3C,1036,keep,0.0,1000,-0.7221392370106424
func3C,1036,keep,0.0,50,-0.7221313286719265
func3C,1036,keep,1.0,1000,-0.7217839884142294
func3C,1036,keep,1.0,50,-0.7170943711927706
func3C,1036,keep,3.0,1000,-0.7064011953570758
func3C,1036,keep,3.0,50,-0.7187208274682255
func3C,1036,keep,10.0,1000,-0.716140780339077
func3C,1036,keep,10.0,50,-0.6439239383130186
func3C,1036,keep,30.0,1000,-0.7200759916609112
func3C,1036,keep,30.0,50,-0.2760210198883844
func3C,1036,keep,100.0,1000,-0.07161895408018726
func3C,1036,keep,100.0,50,-0.07161895408018726
func3C,1036,flip,0.0,1000,-0.7063807225948638
func3C,1036,flip,0.0,50,-0.5084776590681104
func3C,1036,flip,1.0,1000,-0.6215886004756543
func3C,1036,flip,1.0,50,-0.5447229673846808
func3C,1036,flip,3.0,1000,-0.5236755375190407
func3C,1036,flip,3.0,50,-0.4108751283942583
func3C,1036,flip,10.0,1000,-0.7220391818031752
func3C,1036,flip,10.0,50,-0.5741140364418625
func3C,1036,flip,30.0,1000,-0.3379316895654494
func3C,1036,flip,30.0,50,-0.11081024677764757
func3C,1036,flip,100.0,1000,-0.07161895408018726
func3C,1036,flip,100.0,50,-0.0881419303557634
func3C,1037,keep,0.0,1000,-0.7221388911432793
func3C,1037,keep,0.0,50,-0.7221083128495875
func3C,1037,keep,1.0,1000,-0.7211361834590011
func3C,1037,keep,1.0,50,-0.721351444286173
func3C,1037,keep,3.0,1000,-0.3429575065321737
func3C,1037,keep,3.0,50,-0.7202451854868298
func3C,1037,keep,10.0,1000,-0.29714761229252834
func3C,1037,keep,10.0,50,-0.3190870091877085
func3C,1037,keep,30.0,1000,-0.20924740778030385
func3C,1037,keep,30.0,50,-0.5572473562588915
func3C,1037,keep,100.0,1000,0.010275778027303561
func3C,1037,keep,100.0,50,-0.6837277063868774
func3C,1037,flip,0.0,1000,-0.7082882728843873
func3C,1037,flip,0.0,50,-0.6949283405682273
func3C,1037,flip,1.0,1000,-0.6601921093069438
func3C,1037,flip,1.0,50,-0.6254370629174538
func3C,1037,flip,3.0,1000,-0.5080224945412266
func3C,1037,flip,3.0,50,-0.34945473352059225
func3C,1037,flip,10.0,1000,-0.24225683273306725
func3C,1037,flip,10.0,50,0.06534300085339768
func3C,1037,flip,30.0,1000,0.19901818125955553
func3C,1037,flip,30.0,50,-0.09824394608114581
func3C,1037,flip,100.0,1000,-0.38814313730659766
func3C,1037,flip,100.0,50,0.05687475707797292
func3C,1038,keep,0.0,1000,-0.7221390466351458
func3C,1038,keep,0.0,50,-0.7221344508096441
func3C,1038,keep,1.0,1000,-0.7204703722844101
func3C,1038,keep,1.0,50,-0.7187989315913131
func3C,1038,keep,3.0,1000,-0.23436948065637705
func3C,1038,keep,3.0,50,-0.09096536429339402
func3C,1038,keep,10.0,1000,-0.32059280271278773
func3C,1038,keep,10.0,50,-0.45608726192782256
func3C,1038,keep,30.0,1000,-0.6679884382893349
func3C,1038,keep,30.0,50,-0.21977916549147286
func3C,1038,keep,100.0,1000,0.01575991131901723
func3C,1038,keep,100.0,50,-0.0275164875866572
func3C,1038,flip,0.0,1000,-0.7177088748375166
func3C,1038,flip,0.0,50,-0.48712572262467435
func3C,1038,flip,1.0,1000,-0.6277257057088916
func3C,1038,flip,1.0,50,-0.4130693951905983
func3C,1038,flip,3.0,1000,-0.7066802832726471
func3C,1038,flip,3.0,50,-0.33709467993916864
func3C,1038,flip,10.0,1000,-0.6153091966028907
func3C,1038,flip,10.0,50,-0.6129635548751002
func3C,1038,flip,30.0,1000,-0.10103946978440223
func3C,1038,flip,30.0,50,0.01575991131901723
func3C,1038,flip,100.0,1000,-0.2925891950725257
func3C,1038,flip,100.0,50,-0.06576061300870399
func3C,1039,keep,0.0,1000,-0.7221394662719697
func3C,1039,keep,0.0,50,-0.7221370361746771
func3C,1039,keep,1.0,1000,-0.7208744796542047
func3C,1039,keep,1.0,50,-0.7212777746825411
func3C,1039,keep,3.0,1000,-0.7189591627221519
func3C,1039,keep,3.0,50,-0.7185716462581777
func3C,1039,keep,10.0,1000,-0.6496793859098942
func3C,1039,keep,10.0,50,-0.5044496212758675
func3C,1039,keep,30.0,1000,-0.39604786434905503
func3C,1039,keep,30.0,50,0.005255657303347178
func3C,1039,keep,100.0,1000,-0.07300547950874248
func3C,1039,keep,100.0,50,-0.20846685846036833
func3C,1039,flip,0.0,1000,-0.7119709644674684
func3C,1039,flip,0.0,50,-0.5268353888731647
func3C,1039,flip,1.0,1000,-0.7092044337697627
func3C,1039,flip,1.0,50,-0.5105266134144244
func3C,1039,flip,3.0,1000,-0.4544524389895287
func3C,1039,flip,3.0,50,0.00374223614450854
func3C,1039,flip,10.0,1000,-0.20401478266415674
func3C,1039,flip,10.0,50,0.083566070992451
func3C,1039,flip,30.0,1000,-0.25185222596445334
func3C,1039,flip,30.0,50,-0.30600107330923476
func3C,1039,flip,100.0,1000,-0.008275488930463482
func3C,1039,flip,100.0,50,0.051413693452544235
func3C,1040,keep,0.0,1000,-0.7221348539121684
func3C,1040,keep,0.0,50,-0.7221202509957689
func3C,1040,keep,1.0,1000,-0.72177710709654
func3C,1040,keep,1.0,50,-0.722080000331467
func3C,1040,keep,3.0,1000,-0.5625895762673251
func3C,1040,keep,3.0,50,-0.6586648584781625
func3C,1040,keep,10.0,1000,-0.6941396220452899
func3C,1040,keep,10.0,50,0.11831505236417315
func3C,1040,keep,30.0,1000,-0.43873027071896575
func3C,1040,keep,30.0,50,-0.5710583576327716
func3C,1040,keep,100.0,1000,-0.4579671982766422
func3C,1040,keep,100.0,50,0.07723848410684962
func3C,1040,flip,0.0,1000,-0.7153547382979295
func3C,1040,flip,0.0,50,-0.5678733515440039
func3C,1040,flip,1.0,1000,-0.7081142527738984
func3C,1040,flip,1.0,50,-0.2833451259264383
func3C,1040,flip,3.0,1000,-0.41013738693218593
func3C,1040,flip,3.0,50,-0.5236844189124948
func3C,1040,flip,10.0,1000,-0.2233631613059972
func3C,1040,flip,10.0,50,0.07403169751313125
func3C,1040,flip,30.0,1000,-0.22067880863683212
func3C,1040,flip,30.0,50,-0.04303485128612966
func3C,1040,flip,100.0,1000,-0.23128081797511796
func3C,1040,flip,100.0,50,0.03228909041502448
func3C,1041,keep,0.0,1000,-0.7221387958298876
func3C,1041,keep,0.0,50,-0.7220985126340682
func3C,1041,keep,1.0,1000,-0.7211255600418831
func3C,1041,keep,1.0,50,-0.7205494267649354
func3C,1041,keep,3.0,1000,-0.7203389070769062
func3C,1041,keep,3.0,50,-0.6757696012917531
func3C,1041,keep,10.0,1000,-0.6948970450430279
func3C,1041,keep,10.0,50,-0.190781798218923
func3C,1041,keep,30.0,1000,-0.40380506492747326
func3C,1041,keep,30.0,50,-0.02793903367804454
func3C,1041,keep,100.0,1000,0.04299385016248075
func3C,1041,keep,100.0,50,-0.30394592326484904
func3C,1041,flip,0.0,1000,-0.7175133212719187
func3C,1041,flip,0.0,50,-0.6870017480924115
func3C,1041,flip,1.0,1000,-0.6289045329240095
func3C,1041,flip,1.0,50,-0.5594311223531397
func3C,1041,flip,3.0,1000,-0.4053521386165485
func3C,1041,flip,3.0,50,-0.43242541616412594
func3C,1041,flip,10.0,1000,0.1342769850839694
func3C,1041,flip,10.0,50,-0.2639715241294244
func3C,1041,flip,30.0,1000,-0.32710547756076314
func3C,1041,flip,30.0,50,-0.3037373491665278
func3C,1041,flip,100.0,1000,-0.06325098765744874
func3C,1041,flip,100.0,50,-0.12117167713678359
func3C,1042,keep,0.0,1000,-0.7221391350097695
func3C,1042,keep,0.0,50,-0.722101799503489
func3C,1042,keep,1.0,1000,-0.7213173820488826
func3C,1042,keep,1.0,50,-0.7193069992758316
func3C,1042,keep,3.0,1000,-0.6789536724485561
func3C,1042,keep,3.0,50,-0.6468191325834678
func3C,1042,keep,10.0,1000,-0.4461016859204906
func3C,1042,keep,10.0,50,-0.46433079052419385
func3C,1042,keep,30.0,1000,-0.41953642659347434
func3C,1042,keep,30.0,50,-0.26427776085542526
func3C,1042,keep,100.0,1000,0.08551351234181831
func3C,1042,keep,100.0,50,0.10135034530273164
func3C,1042,flip,0.0,1000,-0.6353373357645545
func3C,1042,flip,0.0,50,-0.6981886026813879
func3C,1042,flip,1.0,1000,-0.6429697786405815
func3C,1042,flip,1.0,50,-0.6893918950207287
func3C,1042,flip,3.0,1000,-0.3154120988591784
func3C,1042,flip,3.0,50,-0.3107856263968224
func3C,1042,flip,10.0,1000,-0.2280066651051026
func3C,1042,flip,10.0,50,0.07648944066520866
func3C,1042,flip,30.0,1000,-0.12176412049321614
func3C,1042,flip,30.0,50,-0.6311432640753853
func3C,1042,flip,100.0,1000,-0.09188449689355499
func3C,1042,flip,100.0,50,0.14743578112941869
func3C,1043,keep,0.0,1000,-0.7221388355881599
func3C,1043,keep,0.0,50,-0.7221221603122366
func3C,1043,keep,1.0,1000,-0.7205718773385041
func3C,1043,keep,1.0,50,-0.7221338212388556
func3C,1043,keep,3.0,1000,-0.63166611989261
func3C,1043,keep,3.0,50,-0.6607528947319463
func3C,1043,keep,10.0,1000,-0.35217338167684653
func3C,1043,keep,10.0,50,0.0025450633129830494
func3C,1043,keep,30.0,1000,-0.2684260020403626
func3C,1043,keep,30.0,50,-0.7132962725945655
func3C,1043,keep,100.0,1000,-0.6597475987932782
func3C,1043,keep,100.0,50,-0.06491464328136409
func3C,1043,flip,0.0,1000,-0.7064658077823449
func3C,1043,flip,0.0,50,-0.6005834599656322
func3C,1043,flip,1.0,1000,-0.6022562574727532
func3C,1043,flip,1.0,50,-0.4567475070409254
func3C,1043,flip,3.0,1000,-0.7172278605122202
func3C,1043,flip,3.0,50,-0.6504680031237208
func3C,1043,flip,10.0,1000,0.06159286506904099
func3C,1043,flip,10.0,50,0.10780078292436421
func3C,1043,flip,30.0,1000,-0.4527488537098215
func3C,1043,flip,30.0,50,-0.12769874313534152
func3C,1043,flip,100.0,1000,-0.6088989013137855
func3C,1043,flip,100.0,50,-0.15876093237326694
func3C,1044,keep,0.0,1000,-0.7221398802178374
func3C,1044,keep,0.0,50,-0.7221383944190232
func3C,1044,keep,1.0,1000,-0.7210661165053703
func3C,1044,keep,1.0,50,-0.7208298393419053
func3C,1044,keep,3.0,1000,-0.7210422521712769
func3C,1044,keep,3.0,50,-0.7209126928964694
func3C,1044,keep,10.0,1000,0.05234130122556155
func3C,1044,keep,10.0,50,-0.060149589212228904
func3C,1044,keep,30.0,1000,0.06652266561771533
func3C,1044,keep,30.0,50,-0.3412483742137763
func3C,1044,keep,100.0,1000,0.15874621539856815
func3C,1044,keep,100.0,50,-0.3635414201234769
func3C,1044,flip,0.0,1000,-0.7181284019324681
func3C,1044,flip,0.0,50,-0.6386424925047671
func3C,1044,flip,1.0,1000,-0.5259057382543182
func3C,1044,flip,1.0,50,-0.584221701997963
func3C,1044,flip,3.0,1000,-0.5605774462071673
func3C,1044,flip,3.0,50,-0.39766655429156006
func3C,1044,flip,10.0,1000,-0.3747901179022125
func3C,1044,flip,10.0,50,-0.34558885214849333
func3C,1044,flip,30.0,1000,-0.580373636380511
func3C,1044,flip,30.0,50,-0.03844307961961239
func3C,1044,flip,100.0,1000,-0.08292551835968015
func3C,1044,flip,100.0,50,-0.23097757869860983
func3C,1045,keep,0.0,1000,-0.7221374003649039
func3C,1045,keep,0.0,50,-0.722116164750299
func3C,1045,keep,1.0,1000,-0.7209858956901782
func3C,1045,keep,1.0,50,-0.7211545378808097
