objective,seed,generator,sigma,n_cand,best_b80
func2C,1032,keep,30.0,1000,-0.008032273957316765
func2C,1032,keep,30.0,50,-0.13491524520183712
func2C,1032,keep,100.0,1000,-0.17599747974768065
func2C,1032,keep,100.0,50,-0.14342970787699472
func2C,1032,flip,0.0,1000,-0.20626413874616573
func2C,1032,flip,0.0,50,-0.1947037247450541
func2C,1032,flip,1.0,1000,-0.11734445667474007
func2C,1032,flip,1.0,50,-0.01578122506113553
func2C,1032,flip,3.0,1000,0.00412013381065659
func2C,1032,flip,3.0,50,-0.14523102612132155
func2C,1032,flip,10.0,1000,0.021115618104864908
func2C,1032,flip,10.0,50,-0.06793874812974482
func2C,1032,flip,30.0,1000,-0.1614623175812231
func2C,1032,flip,30.0,50,-0.1253766051248788
func2C,1032,flip,100.0,1000,0.019956267539002058
func2C,1032,flip,100.0,50,0.02797402561608947
func2C,1033,keep,0.0,1000,-0.2063256094825024
func2C,1033,keep,0.0,50,-0.20630165953250276
func2C,1033,keep,1.0,1000,-0.19866230826102385
func2C,1033,keep,1.0,50,-0.1673877894769539
func2C,1033,keep,3.0,1000,-0.041917272830309035
func2C,1033,keep,3.0,50,-0.17601180798959865
func2C,1033,keep,10.0,1000,0.0012169341420155057
func2C,1033,keep,10.0,50,-0.05131542481102662
func2C,1033,keep,30.0,1000,-0.15431137993932864
func2C,1033,keep,30.0,50,-0.17335013262116156
func2C,1033,keep,100.0,1000,0.01120496354951564
func2C,1033,keep,100.0,50,0.025368275559426435
func2C,1033,flip,0.0,1000,-0.2061618198807243
func2C,1033,flip,0.0,50,-0.2032142932680155
func2C,1033,flip,1.0,1000,-0.19424645866646464
func2C,1033,flip,1.0,50,-0.12956023343236686
func2C,1033,flip,3.0,1000,-0.07536928872791555
func2C,1033,flip,3.0,50,-0.04755322289183152
func2C,1033,flip,10.0,1000,-0.11478526955897465
func2C,1033,flip,10.0,50,0.022824496093664073
func2C,1033,flip,30.0,1000,0.0068099023459177
func2C,1033,flip,30.0,50,0.05159097602495359
func2C,1033,flip,100.0,1000,-0.10616204296519431
func2C,1033,flip,100.0,50,0.009058111596112094
func2C,1034,keep,0.0,1000,-0.2063255174547435
func2C,1034,keep,0.0,50,-0.2063219234223344
func2C,1034,keep,1.0,1000,-0.20632101923213825
func2C,1034,keep,1.0,50,0.013706020850965357
func2C,1034,keep,3.0,1000,-0.17656540012349467
func2C,1034,keep,3.0,50,-0.20203255687055224
func2C,1034,keep,10.0,1000,0.0006391024416518663
func2C,1034,keep,10.0,50,0.012054774808453295
func2C,1034,keep,30.0,1000,0.02105967080097777
func2C,1034,keep,30.0,50,0.0071857648705755
func2C,1034,keep,100.0,1000,0.0011539753025847448
func2C,1034,keep,100.0,50,0.05144380128073771
func2C,1034,flip,0.0,1000,-0.20501086851397837
func2C,1034,flip,0.0,50,-0.16508052699714504
func2C,1034,flip,1.0,1000,-0.1298261428668277
func2C,1034,flip,1.0,50,-0.02865617831398366
func2C,1034,flip,3.0,1000,-0.081343410734842
func2C,1034,flip,3.0,50,-0.1257514050516083
func2C,1034,flip,10.0,1000,0.0015056977071761408
func2C,1034,flip,10.0,50,0.003039404845949903
func2C,1034,flip,30.0,1000,0.020944718640449996
func2C,1034,flip,30.0,50,-0.04394015403507061
func2C,1034,flip,100.0,1000,0.0054300868768992405
func2C,1034,flip,100.0,50,-0.05301063660355891
func2C,1035,keep,0.0,1000,-0.2063255552544984
func2C,1035,keep,0.0,50,-0.2063204041383186
func2C,1035,keep,1.0,1000,-0.1298018866626343
func2C,1035,keep,1.0,50,-0.206319705713197
func2C,1035,keep,3.0,1000,-0.11811556629651991
func2C,1035,keep,3.0,50,0.02111215914715996
func2C,1035,keep,10.0,1000,0.02118393342918923
func2C,1035,keep,10.0,50,0.0026723625128536447
func2C,1035,keep,30.0,1000,-0.011544281498464523
func2C,1035,keep,30.0,50,0.0005689029509104361
func2C,1035,keep,100.0,1000,-0.11247801301398588
func2C,1035,keep,100.0,50,0.02202077117190177
func2C,1035,flip,0.0,1000,-0.20608852289364926
func2C,1035,flip,0.0,50,-0.18355559995120593
func2C,1035,flip,1.0,1000,-0.16254549087450912
func2C,1035,flip,1.0,50,-0.1320685186857429
func2C,1035,flip,3.0,1000,-0.1339257001880812
func2C,1035,flip,3.0,50,-0.10511876347600461
func2C,1035,flip,10.0,1000,0.0006747177948976723
func2C,1035,flip,10.0,50,-0.17164563171295782
func2C,1035,flip,30.0,1000,-0.16936061309205228
func2C,1035,flip,30.0,50,-0.17662001768976496
func2C,1035,flip,100.0,1000,-0.11206242702506453
func2C,1035,flip,100.0,50,-0.06226599390721284
func2C,1036,keep,0.0,1000,-0.20632559759985797
func2C,1036,keep,0.0,50,-0.20631917569645036
func2C,1036,keep,1.0,1000,-0.042162768477952285
func2C,1036,keep,1.0,50,0.000472275044712034
func2C,1036,keep,3.0,1000,-0.19505533277759668
func2C,1036,keep,3.0,50,-0.07745192236892832
func2C,1036,keep,10.0,1000,-0.12277278761931673
func2C,1036,keep,10.0,50,0.020935520347217053
func2C,1036,keep,30.0,1000,0.015395513395908996
func2C,1036,keep,30.0,50,-0.19768935325286607
func2C,1036,keep,100.0,1000,0.02106106530530776
func2C,1036,keep,100.0,50,0.02257607679819037
func2C,1036,flip,0.0,1000,-0.2062442756584577
func2C,1036,flip,0.0,50,-0.19537007022297342
func2C,1036,flip,1.0,1000,-0.1428049912527308
func2C,1036,flip,1.0,50,-0.20371135694067882
func2C,1036,flip,3.0,1000,0.024069481119538723
func2C,1036,flip,3.0,50,-0.06462733674769197
func2C,1036,flip,10.0,1000,0.024069481119538723
func2C,1036,flip,10.0,50,-0.09448827042151528
func2C,1036,flip,30.0,1000,0.022500635828688952
func2C,1036,flip,30.0,50,0.024069481119538723
func2C,1036,flip,100.0,1000,0.024069481119538723
func2C,1036,flip,100.0,50,-0.03469583751197654
func2C,1037,keep,0.0,1000,-0.20632549116255988
func2C,1037,keep,0.0,50,-0.20631911382016815
func2C,1037,keep,1.0,1000,-0.20443304005186916
func2C,1037,keep,1.0,50,-0.197909723678184
func2C,1037,keep,3.0,1000,-0.20602519005612652
func2C,1037,keep,3.0,50,-0.14792637725406282
func2C,1037,keep,10.0,1000,-0.15325886319026322
func2C,1037,keep,10.0,50,0.001788801023338532
func2C,1037,keep,30.0,1000,-0.14633810777190934
func2C,1037,keep,30.0,50,-0.1683382056081776
func2C,1037,keep,100.0,1000,0.005980706161837168
func2C,1037,keep,100.0,50,-0.18130703043551077
func2C,1037,flip,0.0,1000,-0.2060663400476092
func2C,1037,flip,0.0,50,-0.20591074314169244
func2C,1037,flip,1.0,1000,-0.1112665025873002
func2C,1037,flip,1.0,50,-0.092782433842557
func2C,1037,flip,3.0,1000,-0.000792485959337369
func2C,1037,flip,3.0,50,0.027830772252190647
func2C,1037,flip,10.0,1000,-0.10199385197136639
func2C,1037,flip,10.0,50,0.025474069917332032
func2C,1037,flip,30.0,1000,-0.0286139298234664
func2C,1037,flip,30.0,50,-0.008458937248510379
func2C,1037,flip,100.0,1000,0.02620397575913382
func2C,1037,flip,100.0,50,0.020936584400636286
func2C,1038,keep,0.0,1000,-0.20632555529270316
func2C,1038,keep,0.0,50,-0.20631650916324262
