objective,seed,surrogate,generator,dedup,best_b10,best_b40,best_b80,revisits
func3C,1005,gp,flip,encoding,-0.09226621420040104,-0.09226621420040104,-0.09226621420040104,0
func3C,1005,rf,keep,combination,0.0444056881549008,0.0444056881549008,0.0444056881549008,0
func3C,1005,rf,keep,encoding,0.3026466913299595,0.2371960434290945,0.06612000170382898,0
func3C,1005,rf,flip,combination,0.28477131806259903,0.12117251207983576,-0.0921832661732985,0
func3C,1005,rf,flip,encoding,0.19565535681419466,0.04461019256637418,0.041888402356041785,0
func3C,1005,tpe,own,own,0.050410555475975526,-0.32123148052525746,-0.42614048766777035,0
func3C,1005,random,random,combination,0.3015852055481141,-0.08898789858576768,-0.08898789858576768,0
func3C,1006,gp,keep,combination,0.28481202372239567,0.19011117819383588,0.00350613638527425,0
func3C,1006,gp,keep,encoding,0.28481202372239567,0.28481202372239567,0.007657558325843528,0
func3C,1006,gp,flip,combination,0.11608579748039145,0.06176346933761731,0.06176346933761731,0
func3C,1006,gp,flip,encoding,0.08966299539114121,-0.004914212074859758,-0.004914212074859758,0
func3C,1006,rf,keep,combination,0.10626985663141253,-0.005996055564725211,-0.07867548450015238,0
func3C,1006,rf,keep,encoding,-0.07677635900976723,-0.4364303153581501,-0.4364303153581501,0
func3C,1006,rf,flip,combination,0.28481202372239567,0.2569802523840539,0.11667845561749651,0
func3C,1006,rf,flip,encoding,0.01599726899476535,0.01599726899476535,-0.3594854471111621,0
func3C,1006,tpe,own,own,0.20594499633098834,-0.2633281588984842,-0.2952095359349643,0
func3C,1006,random,random,combination,0.28481202372239567,0.2054804653075683,-0.3297240654499176,0
func3C,1007,gp,keep,combination,0.043843394239738105,0.0005729304257196047,-0.06363977856530462,0
func3C,1007,gp,keep,encoding,0.012802138051721548,-0.6591814080111846,-0.6591814080111846,0
func3C,1007,gp,flip,combination,0.04729941727399657,-0.21464077637104434,-0.21464077637104434,0
func3C,1007,gp,flip,encoding,0.06954691097765026,0.0011055574362046766,0.0011055574362046766,0
func3C,1007,rf,keep,combination,-0.46071818232331635,-0.46071818232331635,-0.46071818232331635,0
func3C,1007,rf,keep,encoding,-0.19844945309854647,-0.2185225574260111,-0.2185225574260111,0
func3C,1007,rf,flip,combination,0.023378954243038895,0.023378954243038895,-0.05416841575784079,0
func3C,1007,rf,flip,encoding,-0.09912701366144402,-0.3670640337408544,-0.4369513868327999,0
func3C,1007,tpe,own,own,0.20560158791989086,0.12033461109635414,0.12033461109635414,0
func3C,1007,random,random,combination,0.23278570243566427,0.23278570243566427,-0.029321043712113692,0
func3C,1008,gp,keep,combination,0.4535545122873529,-0.020158311297724184,-0.23706457787301496,0
func3C,1008,gp,keep,encoding,0.18743026578700056,-0.44628992624253316,-0.44628992624253316,0
func3C,1008,gp,flip,combination,0.06456731594772029,-0.24643232103773696,-0.24643232103773696,0
func3C,1008,gp,flip,encoding,0.012682407172211533,0.012682407172211533,-0.1885596448625958,0
func3C,1008,rf,keep,combination,0.5581410499404665,0.19333266456326237,0.16001237036653518,0
func3C,1008,rf,keep,encoding,-0.01499449037150169,-0.46066997890479444,-0.46066997890479444,0
func3C,1008,rf,flip,combination,0.41673449863614115,0.1291980019206227,-0.04400980606443746,0
func3C,1008,rf,flip,encoding,-0.09719632456692406,-0.37833796386996565,-0.37833796386996565,0
func3C,1008,tpe,own,own,0.06183448441095439,-0.2921157789646605,-0.3160663298677036,0
func3C,1008,random,random,combination,0.36316961824379274,-0.17215430254375283,-0.17215430254375283,0
func3C,1009,gp,keep,combination,0.05405792097404434,0.05405792097404434,-0.06959721842760547,0
func3C,1009,gp,keep,encoding,0.05405792097404434,0.05405792097404434,0.05405792097404434,0
func3C,1009,gp,flip,combination,0.05405792097404434,0.05405792097404434,0.05405792097404434,0
func3C,1009,gp,flip,encoding,0.05405792097404434,0.05405792097404434,-0.07177683761777787,0
func3C,1009,rf,keep,combination,0.05405792097404434,-0.42207509942469323,-0.42207509942469323,0
func3C,1009,rf,keep,encoding,0.05405792097404434,0.05405792097404434,-0.015986100276531714,0
func3C,1009,rf,flip,combination,0.05405792097404434,0.05405792097404434,0.05405792097404434,0
func3C,1009,rf,flip,encoding,0.05405792097404434,0.05405792097404434,0.05405792097404434,0
func3C,1009,tpe,own,own,0.287600520795813,0.20651936119890674,0.08305892044248991,0
func3C,1009,random,random,combination,0.05405792097404434,0.05405792097404434,0.05405792097404434,0
func3C,1010,gp,keep,combination,0.3708189965970185,-0.21639847012724353,-0.346285150154919,0
func3C,1010,gp,keep,encoding,0.23962039224177523,-0.016742823677866003,-0.5626421630593168,0
func3C,1010,gp,flip,combination,0.2069563773496609,0.11177347748684882,-0.4339810526440437,0
func3C,1010,gp,flip,encoding,0.16818202357252582,-0.020741227991624256,-0.3905413358544717,0
func3C,1010,rf,keep,combination,0.2694310007230642,0.20963210430685558,0.04187031760390434,0
func3C,1010,rf,keep,encoding,0.45323005988871806,0.047687469366237537,0.047687469366237537,0
func3C,1010,rf,flip,combination,0.11385501936331532,0.042137642727041374,0.042137642727041374,0
func3C,1010,rf,flip,encoding,0.45323005988871806,0.15853308982434255,0.04848439449557454,0
func3C,1010,tpe,own,own,0.3976759560109725,0.27428623837689153,0.13013878966557632,0
func3C,1010,random,random,combination,0.268467195905883,0.268467195905883,-0.27028277893023295,0
func3C,1011,gp,keep,combination,0.3238082142242806,0.16202940750371886,0.16202940750371886,0
func3C,1011,gp,keep,encoding,0.0537677583665461,0.0537677583665461,0.004453738800138132,0
func3C,1011,gp,flip,combination,0.5009209508347658,0.05441767414874148,-0.31324694756306415,0
func3C,1011,gp,flip,encoding,0.4195415956657228,0.08627312164876152,0.08627312164876152,0
func3C,1011,rf,keep,combination,0.5195093165114523,-0.39552597716349686,-0.39552597716349686,0
func3C,1011,rf,keep,encoding,0.5195093165114523,0.21843962424283492,0.21843962424283492,0
func3C,1011,rf,flip,combination,0.4319947156512717,0.19217200134083595,0.08894397733916057,0
func3C,1011,rf,flip,encoding,0.463507846484308,-0.3515432910530521,-0.4657991852488077,0
func3C,1011,tpe,own,own,0.032982929914239054,-0.181741145904639,-0.28643001406373625,0
func3C,1011,random,random,combination,0.3993470213466057,0.11572965094879578,0.11564388611820876,0
func3C,1012,gp,keep,combination,0.15794890605290113,0.12441043556390385,0.06269378739691182,0
func3C,1012,gp,keep,encoding,0.27486273918747817,0.06240712016467956,0.06240712016467956,0
func3C,1012,gp,flip,combination,0.09778104071352678,0.06733116187557682,-0.2876621318166657,0
func3C,1012,gp,flip,encoding,0.041948636648051464,0.041948636648051464,0.041948636648051464,0
func3C,1012,rf,keep,combination,0.27486273918747817,0.27486273918747817,0.06098076679375719,0
func3C,1012,rf,keep,encoding,0.27486273918747817,0.10083321954131272,0.04192427137863648,0
func3C,1012,rf,flip,combination,0.20557367238051538,-0.14321690834004708,-0.14321690834004708,0
func3C,1012,rf,flip,encoding,0.27486273918747817,0.27486273918747817,0.05086512020252991,0
func3C,1012,tpe,own,own,0.6344055474394151,-0.3856115830128767,-0.3856115830128767,0
func3C,1012,random,random,combination,0.019766406794414326,-0.4226826663292601,-0.4226826663292601,0
func3C,1013,gp,keep,combination,0.37365386776422815,0.19027835235999235,0.1292249018649939,0
func3C,1013,gp,keep,encoding,0.37365386776422815,0.06263285990879984,0.06263285990879984,0
func3C,1013,gp,flip,combination,0.37365386776422815,0.15974045249400914,0.08819162228145966,0
func3C,1013,gp,flip,encoding,0.2992983862637094,0.26679851372688324,0.0709237728078234,0
func3C,1013,rf,keep,combination,0.28329007470439177,-0.18475791631127894,-0.6468931326685972,0
func3C,1013,rf,keep,encoding,0.11075031318170774,0.11075031318170774,0.04744935384460586,0
func3C,1013,rf,flip,combination,-0.07839708117743932,-0.13750778144440307,-0.2747290287319392,0
func3C,1013,rf,flip,encoding,0.37365386776422815,-0.13869209384163297,-0.3783746410906116,0
func3C,1013,tpe,own,own,0.004789582248586506,-0.18492916322698416,-0.7193129105864824,0
func3C,1013,random,random,combination,0.17143629878769645,0.0775678086294623,-0.2904570868435133,0
func3C,1014,gp,keep,combination,0.22773439746036916,0.08579137072104881,0.08105184642779364,0
func3C,1014,gp,keep,encoding,0.45055373110960234,0.08466455367796105,0.01583863758097237,0
func3C,1014,gp,flip,combination,0.26362714996248754,0.14288186418426868,-0.1779217199541678,0
func3C,1014,gp,flip,encoding,0.46652467635259026,-0.30758563072633394,-0.30758563072633394,0
func3C,1014,rf,keep,combination,0.6115696085034182,-0.00556455919577864,-0.20685985117893763,0
func3C,1014,rf,keep,encoding,0.4450543518288912,0.11434604772397783,-0.01771122166300689,0
func3C,1014,rf,flip,combination,0.3434087414944546,0.1071850829739902,0.0662276583232328,0
func3C,1014,rf,flip,encoding,0.3207505029009869,-0.3046130134120845,-0.5031949272732607,0
func3C,1014,tpe,own,own,0.27450234113005373,0.1874750201195685,0.1874750201195685,0
func3C,1014,random,random,combination,0.6115696085034182,0.29562759092064333,-0.24595505596974263,0
func3C,1015,gp,keep,combination,0.23953448292207294,0.05122271640617475,0.05122271640617475,0
func3C,1015,gp,keep,encoding,0.12595852079702305,0.12595852079702305,0.05548415824526677,0
func3C,1015,gp,flip,combination,0.23953448292207294,0.16352940381021974,-0.02753851749236281,0
func3C,1015,gp,flip,encoding,0.15476001902453812,0.15476001902453812,0.15476001902453812,0
func3C,1015,rf,keep,combination,0.23953448292207294,0.0979158357348574,0.07940494333017828,0
func3C,1015,rf,keep,encoding,0.13560850270380354,0.07759362001356843,0.0006295370462548379,0
func3C,1015,rf,flip,combination,0.1350231534170753,0.1350231534170753,0.01364537328555696,0
func3C,1015,rf,flip,encoding,0.12981025086090067,-0.32280475185921786,-0.5006661701085033,0
func3C,1015,tpe,own,own,0.40163156537595407,0.20513994781775435,0.06885694999507985,0
func3C,1015,random,random,combination,-0.6562947274206898,-0.6562947274206898,-0.6562947274206898,0
func3C,1016,gp,keep,combination,-0.3054959422333109,-0.3054959422333109,-0.3054959422333109,0
func3C,1016,gp,keep,encoding,-0.05848465878071046,-0.05848465878071046,-0.24672594588895047,0
func3C,1016,gp,flip,combination,0.16187218403035325,0.05250022449799068,0.006557650278377496,0
func3C,1016,gp,flip,encoding,0.000595657536837213,0.000595657536837213,-0.015802968806549578,0
func3C,1016,rf,keep,combination,-0.007986076389421504,-0.007986076389421504,-0.007986076389421504,0
func3C,1016,rf,keep,encoding,0.4085746336822824,0.3131488975155946,-0.3965507870755555,0
func3C,1016,rf,flip,combination,0.4085746336822824,0.14895567569675608,0.1007670622288204,0
func3C,1016,rf,flip,encoding,0.4085746336822824,0.13878238394602974,0.06307177840308884,0
func3C,1016,tpe,own,own,0.2883377587041146,-0.17147111975375265,-0.3269049173034525,0
func3C,1016,random,random,combination,0.2960948129438136,0.22939945501536516,-0.3634726411139242,0
func3C,1017,gp,keep,combination,0.3219841302981451,0.05077280007480503,0.02547538012971368,0
func3C,1017,gp,keep,encoding,0.09364979824985137,0.04566035057087104,-0.07170489986343148,0
func3C,1017,gp,flip,combination,0.3039925142671199,0.08178571572477233,0.004921821129679546,0
func3C,1017,gp,flip,encoding,0.16510726508635293,0.05331156537005342,0.04312232217162952,0
func3C,1017,rf,keep,combination,0.23411577070878883,-0.050871050866683476,-0.6527605288330786,0
func3C,1017,rf,keep,encoding,0.04200690696734045,0.04200690696734045,0.04197308762193756,0
func3C,1017,rf,flip,combination,-0.10033321216959293,-0.4262978155521666,-0.4262978155521666,0
func3C,1017,rf,flip,encoding,0.216145164411769,-0.39044211167594056,-0.39044211167594056,0
func3C,1017,tpe,own,own,0.07743124865266027,-0.30867325447626875,-0.30867325447626875,0
func3C,1017,random,random,combination,0.272520572916768,0.02094514448497009,0.02094514448497009,0
func3C,1018,gp,keep,combination,-0.432914840173134,-0.432914840173134,-0.432914840173134,0
func3C,1018,gp,keep,encoding,-0.2922475521430719,-0.2922475521430719,-0.2922475521430719,0
func3C,1018,gp,flip,combination,-0.0041004203869741684,-0.2303346812372036,-0.2303346812372036,0
func3C,1018,gp,flip,encoding,-0.03317761554044807,-0.2983654629598701,-0.2983654629598701,0
func3C,1018,rf,keep,combination,0.2669489651914122,-0.20510710870820484,-0.6868818658074947,0
func3C,1018,rf,keep,encoding,0.594808988851629,-0.11714718855543041,-0.17878210251609444,0
func3C,1018,rf,flip,combination,-0.14393541521886688,-0.23621357776962681,-0.2544151341246368,0
func3C,1018,rf,flip,encoding,0.21508487020818384,0.12819718837537605,0.05928146644867227,0
func3C,1018,tpe,own,own,0.5379745879594539,-0.5514208987399705,-0.5514208987399705,0
func3C,1018,random,random,combination,0.33212697570714406,-0.7198640762829707,-0.7198640762829707,0
func3C,1019,gp,keep,combination,-0.22731138139816381,-0.34655515515278545,-0.34655515515278545,0
func3C,1019,gp,keep,encoding,-0.3445345702962802,-0.3445345702962802,-0.3445345702962802,0
func3C,1019,gp,flip,combination,-0.22731138139816381,-0.22731138139816381,-0.4395751886146865,0
func3C,1019,gp,flip,encoding,-0.22731138139816381,-0.22731138139816381,-0.4396665569193721,0
func3C,1019,rf,keep,combination,-0.22731138139816381,-0.22731138139816381,-0.22731138139816381,0
func3C,1019,rf,keep,encoding,-0.22731138139816381,-0.22731138139816381,-0.22731138139816381,0
func3C,1019,rf,flip,combination,-0.22731138139816381,-0.22731138139816381,-0.22731138139816381,0
func3C,1019,rf,flip,encoding,-0.22731138139816381,-0.45816450616314985,-0.45816450616314985,0
func3C,1019,tpe,own,own,-0.22681687556025318,-0.22681687556025318,-0.3162502202316647,0
func3C,1019,random,random,combination,-0.22731138139816381,-0.22731138139816381,-0.22731138139816381,0
func3C,1020,gp,keep,combination,-0.3541256501499512,-0.3541256501499512,-0.5814560096527313,0
func3C,1020,gp,keep,encoding,0.176552729622439,-0.08964054620722971,-0.3266541282022777,0
func3C,1020,gp,flip,combination,0.2790778493655664,0.06120100655649624,0.06120100655649624,0
func3C,1020,gp,flip,encoding,-0.2786625868268845,-0.31413704550770755,-0.31413704550770755,0
func3C,1020,rf,keep,combination,0.2352507131399861,-0.3070443945218887,-0.3070443945218887,0
func3C,1020,rf,keep,encoding,0.20095863937650157,0.20095863937650157,0.11874643782541092,0
func3C,1020,rf,flip,combination,0.17209501271622382,-0.43631920003719105,-0.43631920003719105,0
func3C,1020,rf,flip,encoding,0.4772533718289975,0.14852977957754254,-0.16388462611753588,0
func3C,1020,tpe,own,own,0.2658775093665031,0.0427933354839574,0.04198527137992377,0
func3C,1020,random,random,combination,0.15036030383963245,0.15036030383963245,-0.3120105874001582,0
func3C,1021,gp,keep,combination,-0.19179395631260518,-0.19179395631260518,-0.19179395631260518,0
func3C,1021,gp,keep,encoding,0.14704963512803346,0.07101297405798518,-0.26406805613274487,0
func3C,1021,gp,flip,combination,0.14704963512803346,-0.05862630658780896,-0.05862630658780896,0
func3C,1021,gp,flip,encoding,0.055181239414087424,-0.0089605635434023,-0.0089605635434023,0
func3C,1021,rf,keep,combination,-0.03488081122030218,-0.35310457430631786,-0.35310457430631786,0
func3C,1021,rf,keep,encoding,0.14704963512803346,0.14704963512803346,0.07820726767821558,0
func3C,1021,rf,flip,combination,0.14704963512803346,0.14704963512803346,-0.08224542402515045,0
func3C,1021,rf,flip,encoding,0.14704963512803346,0.14704963512803346,0.0720635298089822,0
func3C,1021,tpe,own,own,0.5029201140792753,0.2798528497940988,0.001358415483194009,0
func3C,1021,random,random,combination,0.14704963512803346,0.14704963512803346,-0.22909755551766148,0
func3C,1022,gp,keep,combination,0.16287622452577272,-0.6701599722614113,-0.6701599722614113,0
func3C,1022,gp,keep,encoding,0.16287622452577272,-0.4458181821951583,-0.4458181821951583,0
func3C,1022,gp,flip,combination,0.16287622452577272,-0.46655738272100455,-0.46655738272100455,0
func3C,1022,gp,flip,encoding,0.16287622452577272,0.09950501154367278,-0.6731848306254156,0
func3C,1022,rf,keep,combination,0.16287622452577272,0.14359563074049314,0.05680696052121436,0
func3C,1022,rf,keep,encoding,0.16287622452577272,0.06205318151242623,-0.6728358310598735,0
func3C,1022,rf,flip,combination,0.16287622452577272,0.12307438494243954,-0.7051554589406303,0
func3C,1022,rf,flip,encoding,0.16287622452577272,0.05724634135835194,0.04854881466949644,0
func3C,1022,tpe,own,own,0.4064370717215711,0.14791246605041178,0.13763987295105948,0
func3C,1022,random,random,combination,0.06947764101058429,0.06947764101058429,0.06947764101058429,0
func3C,1023,gp,keep,combination,0.24649868608569792,0.005767717636856515,-0.1300496728044792,0
func3C,1023,gp,keep,encoding,0.058624004509932506,0.04349918090668997,-0.2918722579788298,0
func3C,1023,gp,flip,combination,0.13923551975768178,0.13923551975768178,-0.6204918313302399,0
func3C,1023,gp,flip,encoding,0.24649868608569792,0.015650670661982894,0.015650670661982894,0
func3C,1023,rf,keep,combination,-0.19331566370658335,-0.19331566370658335,-0.20081115923127993,0
func3C,1023,rf,keep,encoding,0.10865831488711684,0.10865831488711684,0.10865831488711684,0
func3C,1023,rf,flip,combination,0.10991065375977851,-0.1494780277607967,-0.20727374194450332,0
func3C,1023,rf,flip,encoding,0.11695435819456573,-0.410354035018757,-0.410354035018757,0
func3C,1023,tpe,own,own,0.5570516228005461,0.11666963100638922,0.07863460454843935,0
func3C,1023,random,random,combination,0.24649868608569792,0.20046072599210835,0.1659881788920356,0
func3C,1024,gp,keep,combination,-0.09235923472002508,-0.09235923472002508,-0.6330711646337595,0
func3C,1024,gp,keep,encoding,-0.058593316455892094,-0.1067615737678245,-0.1954793381877778,0
func3C,1024,gp,flip,combination,-0.058593316455892094,-0.5919117593510881,-0.5919117593510881,0
func3C,1024,gp,flip,encoding,-0.2321533095793564,-0.45037731709744294,-0.45037731709744294,0
func3C,1024,rf,keep,combination,-0.058593316455892094,-0.5441089342234979,-0.5441089342234979,0
func3C,1024,rf,keep,encoding,-0.058593316455892094,-0.14565112012474743,-0.14565112012474743,0
func3C,1024,rf,flip,combination,-0.4108497614856583,-0.4108497614856583,-0.6282567031512066,0
func3C,1024,rf,flip,encoding,-0.058593316455892094,-0.13093864882023254,-0.13093864882023254,0
func3C,1024,tpe,own,own,0.05093352098581229,0.05093352098581229,0.0033791734434858722,0
func3C,1024,random,random,combination,-0.058593316455892094,-0.058593316455892094,-0.058593316455892094,0
func3C,1025,gp,keep,combination,0.3048257283382652,-5.3359442738792895e-05,-0.00619007582707054,0
func3C,1025,gp,keep,encoding,0.3048257283382652,-0.043382733217564695,-0.16611581741896161,0
func3C,1025,gp,flip,combination,0.3048257283382652,0.09452129587290292,-0.49834353666155196,0
func3C,1025,gp,flip,encoding,0.18241985770099145,-0.2972312518891697,-0.2972312518891697,0
func3C,1025,rf,keep,combination,0.29504765688735823,0.278990587433589,-0.16028696971532103,0
func3C,1025,rf,keep,encoding,0.3048257283382652,0.1362902740764308,0.1362902740764308,0
func3C,1025,rf,flip,combination,0.3048257283382652,-0.43930110776129055,-0.43930110776129055,0
func3C,1025,rf,flip,encoding,0.3048257283382652,0.06724709507875853,-0.46901332476538415,0
func3C,1025,tpe,own,own,-0.018011445047876787,-0.3316604447219269,-0.41796142355763183,0
func3C,1025,random,random,combination,0.3048257283382652,0.3048257283382652,-0.20119033229682176,0
cat_ackley_d3_L5,1001,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1001,gp,keep,encoding,18.18351393439618,18.18351393439618,18.18351393439618,47
cat_ackley_d3_L5,1001,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1001,gp,flip,encoding,20.241123007322035,18.18351393439618,4.440892098500626e-16,50
cat_ackley_d3_L5,1001,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1001,rf,keep,encoding,18.18351393439618,18.18351393439618,18.18351393439618,64
cat_ackley_d3_L5,1001,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1001,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1001,tpe,own,own,18.18351393439618,18.18351393439618,4.440892098500626e-16,51
cat_ackley_d3_L5,1001,random,random,combination,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1002,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1002,gp,keep,encoding,18.18351393439618,18.18351393439618,18.18351393439618,41
cat_ackley_d3_L5,1002,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1002,gp,flip,encoding,18.18351393439618,18.18351393439618,18.18351393439618,52
cat_ackley_d3_L5,1002,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1002,rf,keep,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,42
cat_ackley_d3_L5,1002,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1002,rf,flip,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1002,tpe,own,own,20.241123007322035,18.18351393439618,4.440892098500626e-16,48
cat_ackley_d3_L5,1002,random,random,combination,20.492053317727446,20.241123007322035,18.18351393439618,0
cat_ackley_d3_L5,1003,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1003,gp,keep,encoding,18.18351393439618,18.18351393439618,18.18351393439618,52
cat_ackley_d3_L5,1003,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1003,gp,flip,encoding,18.18351393439618,18.18351393439618,18.18351393439618,44
cat_ackley_d3_L5,1003,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1003,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,63
cat_ackley_d3_L5,1003,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1003,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,58
cat_ackley_d3_L5,1003,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,56
cat_ackley_d3_L5,1003,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1004,gp,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1004,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,46
cat_ackley_d3_L5,1004,gp,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1004,gp,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,39
cat_ackley_d3_L5,1004,rf,keep,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1004,rf,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,62
cat_ackley_d3_L5,1004,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1004,rf,flip,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,67
cat_ackley_d3_L5,1004,tpe,own,own,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1004,random,random,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1005,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1005,gp,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,57
cat_ackley_d3_L5,1005,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1005,gp,flip,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,63
cat_ackley_d3_L5,1005,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1005,rf,keep,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,42
cat_ackley_d3_L5,1005,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1005,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,53
cat_ackley_d3_L5,1005,tpe,own,own,20.492053317727446,20.241123007322035,18.18351393439618,60
cat_ackley_d3_L5,1005,random,random,combination,18.18351393439618,18.18351393439618,18.18351393439618,0
cat_ackley_d3_L5,1006,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1006,gp,keep,encoding,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,69
cat_ackley_d3_L5,1006,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1006,gp,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,55
cat_ackley_d3_L5,1006,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1006,rf,keep,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,51
cat_ackley_d3_L5,1006,rf,flip,combination,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1006,rf,flip,encoding,20.492053317727446,4.440892098500626e-16,4.440892098500626e-16,49
cat_ackley_d3_L5,1006,tpe,own,own,18.18351393439618,18.18351393439618,18.18351393439618,55
cat_ackley_d3_L5,1006,random,random,combination,18.18351393439618,18.18351393439618,4.440892098500626e-16,0
cat_ackley_d3_L5,1007,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1007,gp,keep,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,50
cat_ackley_d3_L5,1007,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1007,gp,flip,encoding,18.18351393439618,18.18351393439618,18.18351393439618,62
cat_ackley_d3_L5,1007,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1007,rf,keep,encoding,18.18351393439618,18.18351393439618,4.440892098500626e-16,53
cat_ackley_d3_L5,1007,rf,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1007,rf,flip,encoding,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,56
cat_ackley_d3_L5,1007,tpe,own,own,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,52
cat_ackley_d3_L5,1007,random,random,combination,18.18351393439618,18.18351393439618,18.18351393439618,0
cat_ackley_d3_L5,1008,gp,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1008,gp,keep,encoding,20.241123007322035,18.18351393439618,4.440892098500626e-16,44
cat_ackley_d3_L5,1008,gp,flip,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1008,gp,flip,encoding,20.241123007322035,20.241123007322035,4.440892098500626e-16,63
cat_ackley_d3_L5,1008,rf,keep,combination,18.18351393439618,4.440892098500626e-16,4.440892098500626e-16,0
cat_ackley_d3_L5,1008,rf,keep,encoding,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,55
cat_ackley_d3_L5,1008,rf,flip,combination,20.241123007322035,4.440892098500626e-16,4.440892098500626e-16,0
