 42.8458453  52.3460069  20.1037866  12.2623797  94.6582730  86.9703297  81.9899067  19.4586204  20.9166533  83.4580362  24.1033759   5.9338634  63.5835542   8.0434484  13.9623565  15.8934805  93.2077274 109.8536882  22.5278883  49.9897560 120.1191499   6.0501698  55.1521678   5.3374118  49.6676403  84.4371831   2.4989523  16.2545806  18.5694709  19.1268898  87.5791462   3.7842972   3.7056574  46.1467207  22.1736380 117.1086253  13.5331437   9.9340322  43.7939962  67.1082594  11.6757075  65.5811869  26.5666984  46.6323696   8.1807649  53.1305927  16.7704835   1.1063540  17.9039054   3.8112791  52.1369737  51.8627031  21.0315562  17.2023476  22.0546487  63.7459338  46.9104069  28.8369134  19.0033554  20.4993708  56.4069345  32.1407050   4.4677653   6.5166410  16.9036489  32.8881679  88.6329216 155.9196486  11.0850085  45.9416798  88.5200567  16.8072680 107.8774065  31.6379675   0.4753173   0.4447041  62.9998959  21.9058041  10.1474585 137.6796446   0.7432727  10.1171186   9.9364687   7.7123177  93.5697744  24.8164568  21.7106547  18.3298560  33.8910538  11.0857004  45.7359972  89.2571745  91.2671841 145.3174353  41.7680637 135.1735042  16.2100395  22.4179056  51.2583758  81.7524348
 14.6635125  29.4081552  33.2492404 140.3106402   4.4917070  23.3307580  42.7527377  18.7845371  33.3952901  38.7193993  20.0190839  25.5398941  19.9689153  46.4283387  87.7422080  36.9895461  66.5259028  18.9751759 145.8883783  16.6578119  33.8434967  86.7165416   7.9193524  23.9615665  15.0459007  25.9855057  13.4190245 131.7154473  66.3659933  94.5775326  34.2473758  49.2072517  30.7209126  17.3754369   4.5003103  25.7629300  39.9024608  17.1482046 145.8945000   7.5394469  32.1249192  54.8525718 148.3403757  19.0881043  58.0237482  77.1315799  97.4582720  23.0042527  10.6124407  28.8541323  20.1000901  22.0267905  20.8776115 134.1158842   8.3310749   8.4229721   7.6699617  29.3419107  54.6190487 107.6840076  45.3017760  37.8354432  17.9618743  46.9452050  92.5586730  14.8173017  26.9231224  45.9397155  94.0374804  93.6745836   9.8795109  93.2184544  45.0819801  14.4002033  53.2254795  20.8520053  24.8701720  19.1117229  34.3794454 113.4204074  29.5274916   5.4115536  34.5312089  20.0693026  14.1415988  46.6836584  59.5566349  15.8814629  33.7332584  90.9119589  51.1056130  11.1778155  25.5834474  13.4493303   6.7689583  36.8178680  51.0765859  29.0089682  71.4022406  20.1932067
 58.3996841  13.9250917  19.3592494  76.3436152  19.8506412  10.4178180  18.6798064  62.2991870  17.3687353  37.7273428   2.7038963  37.0850708  19.9703323 172.6540547  23.7846113  52.2135741  11.4612373  76.2777673  31.9207723  23.1289428  60.7822148  20.7226879 133.8183268  14.6727915 132.4543811   7.2989843  34.1587639  19.1139454 150.4807787 126.5382047   7.7373767  24.8198894   6.8663696  26.8036268  30.2965415  15.0918372  70.9640193  48.3743139  31.1456533  15.3849229  40.9480566  12.4548690  19.0048135   2.1182520  27.9989804  14.9945548  50.6236699  30.5649712  11.1430969  15.9996432  16.2548694   3.9343595  24.4231015  19.6318998  11.6734622  42.0702374  53.8001394  58.5929941   4.5949797  13.5052787 150.4588781   2.8144187 121.1778045  61.0446768  63.8115311   3.8772876  11.9454803  25.8263319  42.2776439  10.1022952  17.6390367  57.2526159  17.9040316  83.8513609  48.9996479   9.2102657   9.1081962  70.0107812  29.3823538  29.5681108  21.8415493   4.3563558  33.2280339  24.9059399  22.0265567  20.7492554  26.4167281  30.5305684  89.5153322   8.1750691   6.1104819  28.5151928  10.8225131  20.9741886  16.5826410  19.3628994  31.6907329   6.5530462  87.3023135  70.5546958
 12.6354872  74.4812420  21.4232214  19.2687172  26.4685419  29.0874769  43.6512694  33.1712255  15.3145315  22.4310853  78.2214610  37.0920981  86.7751425  32.5669383  37.7038143   0.8508841  65.8563353  35.7997900  38.1081870  22.6251148  24.3463095  16.6294280   8.3885309 109.5842277  17.0058185  25.9857829   2.1305452  22.8057732  30.7784384  29.0086318   4.9774408  44.1022962  14.2095651  79.5333038 142.2119414  46.2330188  95.6390014   8.7413461  20.7100905  91.5105980  15.7235876  21.2807505  57.0817030 115.7309074  38.7577156   1.2845264  21.7527120  44.5252679  69.1902063  99.3470644  45.0707791  72.4418211  96.3550985   7.1148875   2.8966291  15.7398694  22.7434196  45.8261961  96.8491072  21.2823829  27.4143892  86.3397630  32.0569021   5.8882875   4.0857074  31.4095576  64.6128159  10.3961574   6.5547180  72.5826771  28.7303832 103.8319365  83.0176177  11.4391834  20.3592888  17.9632823  31.0233771  33.5159868  39.4569694  89.8209762  16.7609440  91.1822063  45.3790475  16.7379999  32.1687526   8.4446996  18.6887262  96.2464957  29.2834537  21.1552864  10.7163436   9.3841007  26.9225454   1.0174952  45.1253713   4.2627081  94.5603744  10.5211700  19.8715402  38.2347244
 49.4630456  43.8897043  11.8474711 110.9801114  73.7452263  27.2565588  48.5976191  62.1662779  37.0673897   3.8936147  19.4052484  19.3399190  29.5870485  58.4959002  18.4192641 117.8338601  29.0127305  69.3973802  38.0772489  13.7721181  25.5452405  94.1834022  60.1277279   8.0202162  21.6907025  34.5329368 157.2681602  89.3260147   8.0593085  11.5286254  19.5880249  61.6822560 152.7072253  36.5621077  39.9955943  25.0008744  30.7279349  70.3970848  17.8805159  47.0217738  31.0575045  43.8369624  20.5282132  59.0138478  67.5688500  67.5356006  12.3557124  66.0265887 135.7810285  25.3503606  21.1362781  34.8247753  17.9751943  48.3259951  40.1058265  50.9061638  30.6494800 172.9191209 105.0626568 179.4018896  18.4615652  88.7460944   9.8333216  10.8364478  16.5257084 133.2708013  39.8324623  79.1761527  49.9437766  17.0579683   1.7060393   1.2371248  48.5285716 125.4440675  46.0911458  38.0966254   7.5069957  22.5286752 123.6999516  33.5966890 165.0762141  25.9932938 204.6290935  66.5179556   5.6196437  59.5847214  22.6435173  30.5833951 103.9268931  43.6475165 132.2034893  64.2539799   2.3515754  14.6416604  44.5249458 146.7104618  17.8945007  88.5525644  37.7826820  20.0806310
104.9444654  15.7575035  95.0841818  58.1058514 186.2361006   9.9781079 152.0535672  38.3233485  31.6289608  12.4763053 109.3730250 116.3446106   5.0090094  27.5861952  14.7708213  19.1725346  23.8819928  18.1724992  61.4283883  23.2826867  33.8458109  44.9952892  26.2264399  87.6060912  21.3615386  29.6175034  44.8291203   8.8761883 133.4423980 108.4829312  20.3479217  15.4278022  29.9381371  52.2623948  26.5022314  52.2058306  32.3693967  29.2821137  15.1765618  63.4142378 172.1118135  75.5636338  89.8837106  62.7739628 212.7906989  70.3977196  21.1235316  21.5050736  31.3175125  54.1997925  34.8848861  36.9468299 113.6611590  70.3412155  20.8624874  51.7940863  40.7047618   7.6675371  98.2902733  81.9719966  27.6208600  69.1177807   2.1398773  35.0644401  52.0655309  22.4225587  21.9343121  19.0189432  17.3523933 126.3029244  43.0276712  21.8639652  19.5293050  25.7629917 129.8202648  27.9119216  57.9803961   1.2721841  27.1176238 113.5808960  48.6021271   3.4435257  15.4189260  89.2584493 117.2549413  14.4109294   7.6170502  84.5394534  14.7309774  65.1722936  49.6898808  26.9183518  41.6584953 127.1091856  65.0716804  26.0624316  25.5404209  11.3397061  36.8577515  36.4151820
 16.3143723  42.2489945   4.1500392  47.1805381  17.4090224  35.5084075  23.0416032  11.1326063   2.0244902   5.6521335  24.5821499  17.2956914  28.0896342  10.9608405  24.8278451  23.1212078  53.7679545   8.8289280   2.9345743  12.7797599 226.4565031  31.2784963  11.6591083  22.0860848 107.3609321  99.5968446  14.5044798  15.4792111  22.6271596  15.7222602  46.4387066   6.3524317  19.5682489 200.1369723  20.5431560  21.1733849  68.7085656   4.3811434  89.8222036 163.1858722  84.7096857  10.8403074  29.8788663  18.7748383  22.5261778  10.0705755  64.6093036  26.9590689  19.6353885  66.4841190  61.1799718  18.6787195   1.1086205  51.5946693  40.4549291  46.9463653   6.9278915  65.4041066   8.9950684  31.9757778  60.4445188  18.0572921  43.3306900  33.0600893  63.1729215  38.3352597  19.0494700   5.5862438  61.5541409   4.9271422  16.7285543  72.4953070   1.9243177  53.9782237 118.4897709  30.6831829   8.4604328  25.4402958   7.0840803  17.2148552  25.8298577 176.5247022  33.1828045   1.8191123  90.6725031 187.5982882  41.3852507   7.6184520  21.7139125  13.1607288  67.8139586  65.6157321 102.2892694   6.3475188  60.6625950 107.5932564  40.3767272  72.7389880  20.0949802  13.3257564
 74.3613651 176.4056232 144.0047982  22.4077728 153.7616454  34.0852405  95.4484019  74.9756287 159.6969420  61.4615848  25.7033840  32.0961798 121.8012096  49.2368292  83.9629571  71.2062883 128.8174468  38.6886833  65.2841356  24.7133948  26.4520494  35.5972745  51.6101794  67.5469723 156.4546254  33.7250417  25.4784834  49.5838459  30.9981729  19.5889147 121.8161964  43.8775851  27.7645163  19.2570325 158.5385532  38.3092594  63.1439644  52.5200557   7.5912603  36.8387273  46.9667373  28.3353351 127.1579694  24.1005215  21.6483080  87.8872950   8.5272208  72.5543290  14.3027582  80.2450799   1.2347914 116.4198484  22.3093949 102.0017551 126.0584647  82.8509902   2.3139430  35.2926341  73.1407478  54.1349144 168.2810533 159.2219103 140.7819310 109.9688030  48.1645584  58.4409245  59.9806791  10.8502386 111.4976559  17.3345305 107.2095664  20.9747082  73.0061677 115.5077138  34.6412674  56.2655264   6.2286750  55.3664699   6.6622365   7.0538033  26.4031718 145.8943451  17.8415043  84.0463545  35.0263736  36.0653054  12.6052046  82.8761172  53.3497660  18.2859704  44.4908619 154.2879190  74.5062329  30.2403450  37.6049956  56.7403778  66.3540154 131.2476658  57.0149703  79.7804334
127.7641865  21.3164019 245.3917921  35.1739172  66.4933838  83.6030992  58.9521752  39.7414874 117.9230191 109.3344288  83.9267482  26.9353001 181.6721614  91.4200119  77.0870001  14.9217898  78.9537870 163.7469492 102.8718242 155.9044928 177.3021654  33.4538931  39.9629347 112.7159298  34.9657101   7.8555296  47.0983352  94.5660717  27.4704154  51.5187205  20.6637671 132.8772135  59.1234562 153.4706474  21.6029591  95.9166597  64.7077614 157.7346881  32.5787622  20.5783450   3.3042776 185.5034379  16.2215407 175.6179010 124.7583083  98.6937508 141.3209005  68.6127069 106.4562393  43.3030442 182.5407319 104.4962970 188.2960980  53.4105284  61.4974350 109.4787197 183.3797398  58.4405220  89.8937469  33.2977640  93.0725362  36.8361601  89.8938143 186.9566468 113.5217562  65.5988968 119.4398253 182.8868777  49.6765590  72.9157410 110.2811557  74.6605962   8.7032030  72.4319959  51.3044295 152.1561320  81.7033544 110.7579011 124.3580141  75.5828556  42.6165918  12.6878898  73.8251748  84.2789187 167.0169025  52.1318728 150.4373204  76.4578880  77.0633541  40.5223235  53.4624808  48.0334424  66.7296708  37.6191601  14.7933474  45.7752050  24.4568862   7.0402668  53.0129265  43.1803252
 13.9196474  26.0538200  20.0538336  70.8437123   6.8399174  86.6898471  82.9789641 175.4063667  56.9065260 108.1872518  72.3258091   1.0744121  88.8262906  25.3001229  11.5326593  20.8458640   8.5885854  81.7850957   1.6395280  49.2706935  23.3156994  23.4840400  29.4753721  23.7409422  27.3690343  85.5802377  45.8181066  93.9106495  26.7492829  85.2761845  42.8192633  25.4864481  45.6125251  12.8656222  24.8521065 161.7699869  18.2481463   7.4934625 110.2403239  36.0602595  11.0684266 157.2282154  35.1831950   5.1120246  24.6367018 100.4558485  17.7669554 146.3744457  76.9249946  44.8464676 246.5577449  31.7506650 141.9789028   7.8831282 169.5075800  26.1666286 101.9742508  45.8962174  18.4511179  19.0471784  47.6080879  68.6702868 180.5469953  23.4296521  31.9392389  63.2817890  18.6441120 132.9171440 108.0469689  85.3503833 192.7460155  65.4034038   3.6999105  14.4043662   8.6499699  53.1124701  77.7559704  49.1859410 114.9502642   5.8297951  96.0385109  18.8331124  69.7617972  39.7611643  46.6068557  39.5952718  14.9446297   1.6083337  66.0013169   8.6421673  31.1934850  21.1710637  40.3365428  62.3604263  21.3586565  48.2134435  69.4523473  55.8851388 180.5889083 164.1820984
